Date,USA_GDPP,CHN_GDPP,JPN_GDPP,DEU_GDPP,IND_GDPP,GBR_GDPP,BRA_GDPP,RUS_GDPP,ZAF_GDPP,KOR_GDPP,BGD_GDPP,SGP_GDPP,HKG_GDPP,IDN_GDPP,VNM_GDPP
2002-12-31,37997.7424300242,1148.51425710711,32820.7936433254,25197.2656001848,468.845513103988,30077.741432188,2824.71541300038,2377.52954101563,2708.42333318343,13165.08362497,407.96296761642,22159.8373710639,24665.8362318216,888.901389665655,434.810292146332
2003-12-31,39490.3023903176,1288.63749134336,35387.0374203599,30310.3575963774,543.845053399477,34442.6875402308,3056.64979769494,2975.123046875,4095.68370023032,14672.8057539465,440.714404819588,23730.3840054566,23977.1734120477,1052.41319921916,485.45090806895
2004-12-31,41724.6411982614,1508.66791560781,38298.9801712303,34106.6581224001,624.108803038152,40366.8886650968,3623.22446166485,4102.36474609375,5268.27857621702,16496.1316167114,469.116458369252,27608.080013423,24928.1003722551,1136.75521127965,551.903505134912
2005-12-31,44123.3996470026,1753.41419160544,37812.8950199948,34520.2396492496,710.511222493062,42104.7884375024,4773.26855132261,5323.455078125,5893.18707587233,19402.5026259549,493.043250641143,29961.3172812732,26649.637724155,1249.39769359418,693.18984250035
2006-12-31,46301.9876485519,2099.2194300499,35991.546002862,36353.8803343631,802.01374204361,44512.4590296865,5866.02341427165,6920.19970703125,6139.58161766664,21743.4774514254,503.374634487573,33768.4528234651,28224.0951563146,1572.79793972155,790.592516384921
2007-12-31,48050.227412195,2693.95873160283,35779.0245416427,41640.0808695147,1022.73246703925,50397.6854954706,7323.19159375818,9101.2392578125,6662.06278541847,24086.4104391677,552.337247034842,39432.8860198877,30593.9511738646,1840.32992667702,913.312331601755
2008-12-31,48570.0594269601,3468.32706307504,39876.3039685725,45612.7106221441,993.503405259298,47396.1202078484,8801.75787553359,11635.2841796875,6251.87742691265,21350.427979823,630.148307727773,40008.5720489092,31515.5292103443,2144.38954419287,1158.10162735417
2009-12-31,47194.9500893872,3832.2274569094,41308.9968370512,41650.3678297162,1096.63613606381,38744.131693043,8569.90254736072,8562.82421875,6444.18684044519,19143.8516053025,698.503078776717,38926.8054365453,30697.5383861641,2239.09526529896,1225.84500948487
2010-12-31,48650.6643227232,4550.47394356715,44968.1562349739,41572.4559481507,1350.63447029137,39598.957119545,11249.2918904352,10674.990234375,8059.56279824609,23079.2601257735,776.835743954765,47236.683084953,32550.136489179,3094.44307866403,1684.01177184608
2011-12-31,50065.9789470675,5614.38602225277,48760.0789494211,46705.8957963353,1449.60330101112,42109.6418795749,13200.5562348789,14305.33203125,8737.04126942435,25097.595426845,856.178832752419,53891.4570264372,35142.4879344543,3613.8008884858,1953.55714968747
